title,link,author,rating
"Equal Rites (Discworld, #3; Witches, #1)",https://www.goodreads.com/book/show/34507.Equal_Rites,Terry Pratchett,"avg rating 4.05 — 170,231 ratings — published 1987"
"Lord of Chaos (The Wheel of Time, #6)",https://www.goodreads.com/book/show/35231.Lord_of_Chaos,Robert Jordan,"avg rating 4.17 — 164,010 ratings — published 1994"
"Serpent & Dove (Serpent & Dove, #1)",https://www.goodreads.com/book/show/40024139-serpent-dove,Shelby Mahurin,4.01
"King of Scars (King of Scars, #1)",https://www.goodreads.com/book/show/36307634-king-of-scars,Leigh Bardugo,4.17
"Guards! Guards! (Discworld, #8; City Watch, #1)",https://www.goodreads.com/book/show/64216.Guards_Guards_,Terry Pratchett,"avg rating 4.33 — 195,065 ratings — published 1989"
"Assassin's Quest (Farseer Trilogy, #3)",https://www.goodreads.com/book/show/33396914-assassin-s-quest,Robin Hobb,4.2
"Clockwork Princess (The Infernal Devices, #3)",https://www.goodreads.com/book/show/18335634-clockwork-princess,Cassandra Clare,4.56
"Tower of Dawn (Throne of Glass, #6)",https://www.goodreads.com/book/show/76714487-tower-of-dawn,Sarah J. Maas,4.27
"Gardens of the Moon (Malazan Book of the Fallen, #1)",https://www.goodreads.com/book/show/55399.Gardens_of_the_Moon,Steven Erikson,3.91
"The Light Fantastic (Discworld, #2; Rincewind, #2)",https://www.goodreads.com/book/show/34506.The_Light_Fantastic,Terry Pratchett,"avg rating 3.99 — 144,383 ratings — published 1986"
"Vicious (Villains, #1)",https://www.goodreads.com/book/show/40874032-vicious,V.E. Schwab,"avg rating 4.23 — 204,061 ratings — published 2013"
"Every Heart a Doorway (Wayward Children, #1)",https://www.goodreads.com/book/show/25526296-every-heart-a-doorway,Seanan McGuire,3.82
"The Mark of Athena (The Heroes of Olympus, #3)",https://www.goodreads.com/book/show/12127750-the-mark-of-athena,Rick Riordan,4.47
"The Wrath and the Dawn (The Wrath and the Dawn, #1)",https://www.goodreads.com/book/show/18798983-the-wrath-and-the-dawn,Renée Ahdieh,4.07
"The Assassin's Blade (Throne of Glass, #0.1-0.5)",https://www.goodreads.com/book/show/126062562-the-assassin-s-blade,Sarah J. Maas,4.29
"A Deadly Education (The Scholomance, #1)",https://www.goodreads.com/book/show/50548197-a-deadly-education,Naomi Novik,4.0
"A Deadly Education (The Scholomance, #1)",https://www.goodreads.com/book/show/50548197-a-deadly-education,Naomi Novik,4.0
"Anansi Boys (American Gods, #2)",https://www.goodreads.com/book/show/2744.Anansi_Boys,Neil Gaiman,4.04
"A Crown of Swords (The Wheel of Time, #7)",https://www.goodreads.com/book/show/13890.A_Crown_of_Swords,Robert Jordan,"avg rating 4.06 — 156,916 ratings — published 1996"
"Sorcery of Thorns (Sorcery of Thorns, #1)",https://www.goodreads.com/book/show/42201395-sorcery-of-thorns,Margaret Rogerson,4.07
The Midnight Library (Hardcover),https://www.goodreads.com/book/show/52578297-the-midnight-library,Matt Haig,4.01
"Oathbringer (The Stormlight Archive, #3)",https://www.goodreads.com/book/show/34002132-oathbringer,Brandon Sanderson,4.62
"His Majesty's Dragon (Temeraire, #1)",https://www.goodreads.com/book/show/28876.His_Majesty_s_Dragon,Naomi Novik,4.06
"Sword of Destiny (The Witcher, #0.7)",https://www.goodreads.com/book/show/25454056-sword-of-destiny,Andrzej Sapkowski,"avg rating 4.28 — 165,023 ratings — published 1992"
"A Conjuring of Light (Shades of Magic, #3)",https://www.goodreads.com/book/show/29939230-a-conjuring-of-light,V.E. Schwab,"avg rating 4.33 — 139,640 ratings — published 2017"
"To Kill a Kingdom (Hundred Kingdoms, #1)",https://www.goodreads.com/book/show/34499221-to-kill-a-kingdom,Alexandra Christo,3.77
"City of Heavenly Fire (The Mortal Instruments, #6)",https://www.goodreads.com/book/show/8755785-city-of-heavenly-fire,Cassandra Clare,4.4
"Fire (Graceling Realm, #2)",https://www.goodreads.com/book/show/6137154-fire,Kristin Cashore,"avg rating 4.10 — 180,570 ratings — published 2009"
"The Path of Daggers (The Wheel of Time, #8)",https://www.goodreads.com/book/show/140974.The_Path_of_Daggers,Robert Jordan,"avg rating 3.92 — 135,473 ratings — published 1998"
"Ella Enchanted (Ella Enchanted, #1)",https://www.goodreads.com/book/show/24337.Ella_Enchanted,Gail Carson Levine,4.0
"Gideon the Ninth (The Locked Tomb, #1)",https://www.goodreads.com/book/show/42036538-gideon-the-ninth,Tamsyn Muir,4.22
"Scarlet (The Lunar Chronicles, #2)",https://www.goodreads.com/book/show/13206760-scarlet,Marissa Meyer,4.25
"Before They Are Hanged (The First Law, #2)",https://www.goodreads.com/book/show/902715.Before_They_Are_Hanged,Joe Abercrombie,"avg rating 4.34 — 155,005 ratings — published 2007"
"The House of Hades (The Heroes of Olympus, #4)",https://www.goodreads.com/book/show/12127810-the-house-of-hades,Rick Riordan,4.56
"The Way of Shadows (Night Angel, #1)",https://www.goodreads.com/book/show/3227063-the-way-of-shadows,Brent Weeks,4.15
"Outlander (Outlander, #1)",https://www.goodreads.com/book/show/10964.Outlander,Diana Gabaldon,4.25
"Divergent (Divergent, #1)",https://www.goodreads.com/book/show/13335037-divergent,Veronica Roth,4.15
"The Atlas Six (The Atlas, #1)",https://www.goodreads.com/book/show/50520939-the-atlas-six,Olivie Blake,3.68
