title,link,author,rating
Babel: An Arcane History (Hardcover),https://www.goodreads.com/book/show/57945316-babel,R.F. Kuang,4.26
The Little Prince (Paperback),https://www.goodreads.com/book/show/157993.The_Little_Prince,Antoine de Saint-Exupéry,"avg rating 4.32 — 1,946,896 ratings — published 1943"
The Wheel of Time,https://www.goodreads.com/book/show/8253920-towers-of-midnight,Robert Jordan,"avg rating 4.46 — 149,646 ratings — published 2010"
The Witcher,https://www.goodreads.com/book/show/14781491-the-time-of-contempt,Andrzej Sapkowski,"avg rating 4.16 — 126,051 ratings — published 1995"
The Queen of the Tearling,https://www.goodreads.com/book/show/22864842-the-queen-of-the-tearling,Erika Johansen,3.99
The Atlas,https://www.goodreads.com/book/show/50520939-the-atlas-six,Olivie Blake,"avg rating 3.68 — 143,975 ratings — published 2020"
Gentleman Bastard,https://www.goodreads.com/book/show/40604556-red-seas-under-red-skies,Olivie Blake,"avg rating 4.24 — 135,716 ratings — published 2007"
Bartimaeus,https://www.goodreads.com/book/show/334123.The_Amulet_of_Samarkand,Jonathan Stroud,4.03
Dragonriders of Pern,https://www.goodreads.com/book/show/61975.Dragonflight,Anne McCaffrey,"avg rating 4.09 — 134,172 ratings — published 1968"
Vampire Academy,https://www.goodreads.com/book/show/345627.Vampire_Academy,Richelle Mead,4.11
Quidditch Through the Ages (Hogwarts Library),https://www.goodreads.com/book/show/111450.Quidditch_Through_the_Ages,Kennilworthy Whisp,3.81
Discworld,https://www.goodreads.com/book/show/34484.Small_Gods,Terry Pratchett,"avg rating 4.31 — 115,875 ratings — published 1992"
Codex Alera,https://www.goodreads.com/book/show/29396.Furies_of_Calderon,Jim Butcher,4.12
Blood and Ash,https://www.goodreads.com/book/show/54319549-a-kingdom-of-flesh-and-fire,Jennifer L. Armentrout,4.4
The Iron Fey,https://www.goodreads.com/book/show/6644117-the-iron-king,Julie Kagawa,3.88
The Lunar Chronicles,https://www.goodreads.com/book/show/13206900-winter,Marissa Meyer,4.43
The Green Bone Saga,https://www.goodreads.com/book/show/43587154-jade-city,Fonda Lee,4.11
The Vampire Chronicles,https://www.goodreads.com/book/show/43763.Interview_with_the_Vampire,Anne Rice,"avg rating 4.01 — 561,508 ratings — published 1976"
The Raven Cycle,https://www.goodreads.com/book/show/17378508-blue-lily-lily-blue,Maggie Stiefvater,4.26
The Dark Artifices,https://www.goodreads.com/book/show/25494343-lady-midnight,Cassandra Clare,4.37
Shatter Me,https://www.goodreads.com/book/show/10429045-shatter-me,Tahereh Mafi,"avg rating 3.89 — 691,306 ratings — published 2011"
Discworld,https://www.goodreads.com/book/show/34517.Reaper_Man,Terry Pratchett,"avg rating 4.28 — 96,962 ratings — published 1991"
Discworld,https://www.goodreads.com/book/show/34499.Sourcery,Terry Pratchett,"avg rating 3.90 — 94,569 ratings — published 1988"
The Broken Earth,https://www.goodreads.com/book/show/31817749-the-stone-sky,N.K. Jemisin,4.35
Phèdre's Trilogy,https://www.goodreads.com/book/show/153008.Kushiel_s_Dart,Jacqueline Carey,4.02
Sands of Arawiya,https://www.goodreads.com/book/show/36492488-we-hunt-the-flame,Hafsah Faizal,3.91
The Shadows Between Us,https://www.goodreads.com/book/show/35702241-the-shadows-between-us,Tricia Levenseller,3.86
Abhorsen,https://www.goodreads.com/book/show/47624.Lirael,Garth Nix,4.28
The Wheel of Time,https://www.goodreads.com/book/show/7743175-a-memory-of-light,Robert Jordan,"avg rating 4.55 — 134,569 ratings — published 2013"
The Young Elites,https://www.goodreads.com/book/show/20821111-the-young-elites,Marie Lu,3.87
Graceling Realm,https://www.goodreads.com/book/show/12680907-bitterblue,Kristin Cashore,"avg rating 4.00 — 114,641 ratings — published 2012"
The Children of Húrin (Hardcover),https://www.goodreads.com/book/show/597790.The_Children_of_H_rin,J.R.R. Tolkien,"avg rating 4.02 — 79,023 ratings — published 2007"
Discworld,https://www.goodreads.com/book/show/64222.Going_Postal,Terry Pratchett,"avg rating 4.40 — 118,697 ratings — published 2004"
Discworld,https://www.goodreads.com/book/show/34494.The_Wee_Free_Men,Terry Pratchett,"avg rating 4.28 — 107,441 ratings — published 2003"
Sevenwaters,https://www.goodreads.com/book/show/13928.Daughter_of_the_Forest,Juliet Marillier,4.28
Three Dark Crowns,https://www.goodreads.com/book/show/28374007-three-dark-crowns,Kendare Blake,3.81
The Dresden Files,https://www.goodreads.com/book/show/91476.Grave_Peril,Jim Butcher,4.14
The Dark Tower,https://www.goodreads.com/book/show/34084.The_Waste_Lands,Stephen King,4.25
Gentleman Bastard,https://www.goodreads.com/book/show/2890090-the-republic-of-thieves,Scott Lynch,4.22
Mistborn,https://www.goodreads.com/book/show/18739426-the-bands-of-mourning,Brandon Sanderson,4.42
Daughter of the Pirate King,https://www.goodreads.com/book/show/33643994-daughter-of-the-pirate-king,Tricia Levenseller,3.99
Discworld,https://www.goodreads.com/book/show/34532.Hogfather,Terry Pratchett,"avg rating 4.25 — 89,735 ratings — published 1996"
An Enchantment of Ravens (Hardcover),https://www.goodreads.com/book/show/30969741-an-enchantment-of-ravens,Margaret Rogerson,3.65
Earthsea Cycle,https://www.goodreads.com/book/show/13667.The_Farthest_Shore,Ursula K. Le Guin,"avg rating 4.12 — 108,201 ratings — published 1972"
Dance of Thieves,https://www.goodreads.com/book/show/35796008-dance-of-thieves,Mary E. Pearson,4.19
The Goblin Emperor,https://www.goodreads.com/book/show/17910048-the-goblin-emperor,Katherine Addison,4.07
The Winternight Trilogy,https://www.goodreads.com/book/show/34050917-the-girl-in-the-tower,Katherine Arden,4.36
Caster Chronicles,https://www.goodreads.com/book/show/6304335-beautiful-creatures,Kami Garcia,3.77
Crescent City,https://www.goodreads.com/book/show/40132775-house-of-sky-and-breath,Sarah J. Maas,4.51
The Wolves of Mercy Falls,https://www.goodreads.com/book/show/6068551-shiver,Maggie Stiefvater,3.76
The Raven Cycle,https://www.goodreads.com/book/show/17378527-the-raven-king,Maggie Stiefvater,4.26
Rivers of London,https://www.goodreads.com/book/show/9317452-rivers-of-london,Ben Aaronovitch,3.87
Tawny Man,https://www.goodreads.com/book/show/68488.Fool_s_Errand,Robin Hobb,4.35
Dracula (Paperback),https://www.goodreads.com/book/show/17245.Dracula,Bram Stoker,"avg rating 4.01 — 1,185,557 ratings — published 1897"
King of Scars,https://www.goodreads.com/book/show/36307674-rule-of-wolves,Leigh Bardugo,4.37
Discworld,https://www.goodreads.com/book/show/400354.Men_at_Arms,Terry Pratchett,"avg rating 4.39 — 96,120 ratings — published 1993"
Sookie Stackhouse,https://www.goodreads.com/book/show/301082.Dead_Until_Dark,Charlaine Harris,3.97
These Violent Delights,https://www.goodreads.com/book/show/50892212-these-violent-delights,Chloe Gong,3.9
Peter Pan (Hardcover),https://www.goodreads.com/book/show/34268.Peter_Pan,J.M. Barrie,"avg rating 4.04 — 333,648 ratings — published 1911"
Hush,https://www.goodreads.com/book/show/6339664-hush-hush,Becca Fitzpatrick,3.93
The Emperor's Soul (The Cosmere),https://www.goodreads.com/book/show/13578175-the-emperor-s-soul,Brandon Sanderson,4.37
Memory,https://www.goodreads.com/book/show/91981.The_Dragonbone_Chair,Tad Williams,3.96
Abhorsen,https://www.goodreads.com/book/show/334643.Abhorsen,Garth Nix,4.23
Black Magician Trilogy,https://www.goodreads.com/book/show/28249.The_Magicians_Guild,Trudi Canavan,"avg rating 3.95 — 81,383 ratings — published 2001"
Monsters of Verity,https://www.goodreads.com/book/show/40642172-this-savage-song,Victoria Schwab,4.04
Book of the Ancestor,https://www.goodreads.com/book/show/25895524-red-sister,Mark Lawrence,4.17
Gemma Doyle,https://www.goodreads.com/book/show/3682.A_Great_and_Terrible_Beauty,Libba Bray,3.79
Discworld,https://www.goodreads.com/book/show/64217.Pyramids,Terry Pratchett,"avg rating 3.92 — 81,715 ratings — published 1989"
The Winner's Trilogy,https://www.goodreads.com/book/show/16069030-the-winner-s-curse,Marie Rutkoski,3.96
Once Upon a Broken Heart,https://www.goodreads.com/book/show/55987278-once-upon-a-broken-heart,Stephanie Garber,4.13
Magnus Chase and the Gods of Asgard,https://www.goodreads.com/book/show/15724396-the-sword-of-summer,Rick Riordan,4.24
The Celestial Kingdom Duology,https://www.goodreads.com/book/show/57789637-daughter-of-the-moon-goddess,Sue Lynn Tan,4.15
The Witcher,https://www.goodreads.com/book/show/18656031-baptism-of-fire,Andrzej Sapkowski,"avg rating 4.26 — 103,554 ratings — published 1996"
All Souls,https://www.goodreads.com/book/show/11559200-shadow-of-night,Deborah Harkness,4.07
Discworld,https://www.goodreads.com/book/show/47989.Night_Watch,Terry Pratchett,"avg rating 4.49 — 107,318 ratings — published 2002"
Daughter of Smoke & Bone,https://www.goodreads.com/book/show/13618440-dreams-of-gods-monsters,Laini Taylor,4.13
A Monster Calls (Paperback),https://www.goodreads.com/book/show/25480342-a-monster-calls,Patrick Ness,"avg rating 4.35 — 253,697 ratings — published 2011"
The Dark Tower,https://www.goodreads.com/book/show/5096.Wizard_and_Glass,Stephen King,4.26
Discworld,https://www.goodreads.com/book/show/2442.Witches_Abroad,Terry Pratchett,"avg rating 4.24 — 85,253 ratings — published 1991"
The Once and Future King (Mass Market Paperback),https://www.goodreads.com/book/show/43545.The_Once_and_Future_King,T.H. White,"avg rating 4.07 — 105,874 ratings — published 1958"
Watership Down,https://www.goodreads.com/book/show/76620.Watership_Down,Richard Adams,"avg rating 4.08 — 469,054 ratings — published 1972"
Sword of Truth,https://www.goodreads.com/book/show/234184.Stone_of_Tears,Terry Goodkind,"avg rating 4.10 — 110,774 ratings — published 1995"
Dragonlance: Chronicles,https://www.goodreads.com/book/show/259836.Dragons_of_Autumn_Twilight,Margaret Weis,"avg rating 4.01 — 114,589 ratings — published 1984"
The Dresden Files,https://www.goodreads.com/book/show/91478.Summer_Knight,Jim Butcher,4.27
The Riftwar Saga,https://www.goodreads.com/book/show/13812.Magician,Raymond E. Feist,"avg rating 4.17 — 92,361 ratings — published 1982"
Miss Peregrine's Peculiar Children,https://www.goodreads.com/book/show/23164983-hollow-city,Ransom Riggs,"avg rating 4.06 — 230,401 ratings — published 2014"
Enchanted Forest Chronicles,https://www.goodreads.com/book/show/150739.Dealing_with_Dragons,Patricia C. Wrede,4.15
Under the Whispering Door (Hardcover),https://www.goodreads.com/book/show/53205888-under-the-whispering-door,T.J. Klune,4.17
Red Queen,https://www.goodreads.com/book/show/30226723-king-s-cage,Victoria Aveyard,
Tigana (Paperback),https://www.goodreads.com/book/show/104089.Tigana,Guy Gavriel Kay,4.09
Raven's Shadow,https://www.goodreads.com/book/show/13569581-blood-song,Anthony Ryan,4.42
The Belgariad #2),https://www.goodreads.com/book/show/587582.Queen_of_Sorcery,David Eddings,"avg rating 4.14 — 71,185 ratings — published 1982"
The Belgariad #3),https://www.goodreads.com/book/show/44688.Magician_s_Gambit,David Eddings,"avg rating 4.14 — 90,219 ratings — published 1983"
The Radiant Emperor,https://www.goodreads.com/book/show/48727813-she-who-became-the-sun,Shelley Parker-Chan,3.89
The Poppy War,https://www.goodreads.com/book/show/41118857-the-dragon-republic,R.F. Kuang,4.39
Redwall,https://www.goodreads.com/book/show/7996.Redwall,Brian Jacques,"avg rating 4.13 — 115,209 ratings — published 1986"
The Riyria Revelations,https://www.goodreads.com/book/show/10790290-theft-of-swords,Michael J. Sullivan,4.22
Cruel Beauty (Hardcover),https://www.goodreads.com/book/show/15839984-cruel-beauty,Rosamund Hodge,3.65
The Sandman Vol. 1: Preludes & Nocturnes (Hardcover),https://www.goodreads.com/book/show/23754.The_Sandman_Vol_1,Neil Gaiman,4.25
Song of the Lioness,https://www.goodreads.com/book/show/13835.In_the_Hand_of_the_Goddess,Tamora Pierce,4.23
Penryn & the End of Days,https://www.goodreads.com/book/show/15863832-angelfall,Susan Ee,4.11
The Stormlight Archive,https://www.goodreads.com/book/show/49021976-rhythm-of-war,Brandon Sanderson,4.62
Discworld,https://www.goodreads.com/book/show/34527.Feet_of_Clay,Terry Pratchett,"avg rating 4.31 — 80,361 ratings — published 1996"
The Chronicles of Prydain,https://www.goodreads.com/book/show/24780.The_Book_of_Three,Lloyd Alexander,"avg rating 3.98 — 77,313 ratings — published 1964"
The Wheel of Time,https://www.goodreads.com/book/show/187065.New_Spring,Robert Jordan,"avg rating 4.05 — 96,531 ratings — published 2004"
The Reckoners,https://www.goodreads.com/book/show/17182126-steelheart,Brandon Sanderson,4.14
The Founders Trilogy,https://www.goodreads.com/book/show/37173847-foundryside,Robert Jackson Bennett,4.2
Hitchhiker's Guide to the Galaxy,https://www.goodreads.com/book/show/11.The_Hitchhiker_s_Guide_to_the_Galaxy,Douglas Adams,"avg rating 4.23 — 1,752,306 ratings — published 1979"
Forgotten Realms: The Dark Elf Trilogy,https://www.goodreads.com/book/show/50027.Homeland,R.A. Salvatore,"avg rating 4.26 — 85,165 ratings — published 1990"
The Folk of the Air,https://www.goodreads.com/book/show/53439886-how-the-king-of-elfhame-learned-to-hate-stories,Holly Black,4.21
Seven Realms,https://www.goodreads.com/book/show/6342491-the-demon-king,Cinda Williams Chima,4.15
The Mirror Visitor,https://www.goodreads.com/book/show/40969531-a-winter-s-promise,Christelle Dabos,"avg rating 4.06 — 84,778 ratings — published 2013"
Inkworld,https://www.goodreads.com/book/show/28195.Inkspell,Cornelia Funke,3.93
Study,https://www.goodreads.com/book/show/46202.Magic_Study,Maria V. Snyder,4.04
Discworld,https://www.goodreads.com/book/show/34502.Soul_Music,Terry Pratchett,"avg rating 4.05 — 76,086 ratings — published 1994"
Fire and Thorns,https://www.goodreads.com/book/show/10429092-the-girl-of-fire-and-thorns,Rae Carson,"avg rating 3.78 — 80,493 ratings — published 2011"
The Empyrean,https://www.goodreads.com/book/show/61431922-fourth-wing,Rebecca Yarros,4.69
The Witchlands,https://www.goodreads.com/book/show/21414439-truthwitch,Susan Dennard,3.85
The Belgariad #5),https://www.goodreads.com/book/show/44687.Enchanters_End_Game,David Eddings,"avg rating 4.19 — 90,875 ratings — published 1984"
Ranger's Apprentice,https://www.goodreads.com/book/show/60400.The_Ruins_of_Gorlan,John Flanagan,"avg rating 4.24 — 150,732 ratings — published 2004"
The Belgariad #4),https://www.goodreads.com/book/show/645023.Castle_of_Wizardry,David Eddings,"avg rating 4.17 — 74,671 ratings — published 1984"
The Gilded Wolves,https://www.goodreads.com/book/show/39863498-the-gilded-wolves,Roshani Chokshi,3.73
The Bridge Kingdom,https://www.goodreads.com/book/show/53921926-the-bridge-kingdom,Danielle L. Jensen,4.07
The Secrets of the Immortal Nicholas Flamel,https://www.goodreads.com/book/show/17402605-the-alchemyst,Michael Scott,3.86
Fallen,https://www.goodreads.com/book/show/6487308-fallen,Lauren Kate,3.72
The Trials of Apollo,https://www.goodreads.com/book/show/26252859-the-hidden-oracle,Rick Riordan,4.18
Between Earth and Sky,https://www.goodreads.com/book/show/50892360-black-sun,Rebecca Roanhorse,4.21
The Girl Who Drank the Moon (Hardcover),https://www.goodreads.com/book/show/28110852-the-girl-who-drank-the-moon,Kelly Barnhill,4.12
Gods of Jade and Shadow (Hardcover),https://www.goodreads.com/book/show/36510722-gods-of-jade-and-shadow,Silvia Moreno-Garcia,3.9
Blood and Ash,https://www.goodreads.com/book/show/55240343-the-crown-of-gilded-bones,Jennifer L. Armentrout,4.21
Shattered Sea,https://www.goodreads.com/book/show/37586799-half-a-king,Joe Abercrombie,"avg rating 3.97 — 61,348 ratings — published 2014"
Arc of a Scythe,https://www.goodreads.com/book/show/28954189-scythe,Neal Shusterman,4.33
Tawny Man,https://www.goodreads.com/book/show/45109.Golden_Fool,Robin Hobb,4.35
The Witcher,https://www.goodreads.com/book/show/18247597-the-tower-of-the-swallow,Andrzej Sapkowski,"avg rating 4.23 — 87,092 ratings — published 1997"
Six Crimson Cranes,https://www.goodreads.com/book/show/53457092-six-crimson-cranes,Elizabeth Lim,4.24
Artemis Fowl,https://www.goodreads.com/book/show/114955.The_Arctic_Incident,Eoin Colfer,"avg rating 3.96 — 150,743 ratings — published 2002"
Discworld,https://www.goodreads.com/book/show/34510.Moving_Pictures,Terry Pratchett,"avg rating 3.96 — 77,725 ratings — published 1990"
Divergent,https://www.goodreads.com/book/show/11735983-insurgent,Veronica Roth,3.98
The Hazel Wood,https://www.goodreads.com/book/show/34275232-the-hazel-wood,Melissa Albert,3.57
Discworld,https://www.goodreads.com/book/show/64218.Eric,Terry Pratchett,"avg rating 3.77 — 70,261 ratings — published 1990"
The Scorpio Races (Hardcover),https://www.goodreads.com/book/show/10626594-the-scorpio-races,Maggie Stiefvater,4.09
Nimona (Kindle Edition),https://www.goodreads.com/book/show/19351043-nimona,N.D. Stevenson,"avg rating 4.16 — 142,573 ratings — published 2015"
The Dark Tower,https://www.goodreads.com/book/show/4978.Wolves_of_the_Calla,Stephen King,4.19
Alice's Adventures in Wonderland (Hardcover),https://www.goodreads.com/book/show/60671823-alice-s-adventures-in-wonderland,Lewis Carroll,"avg rating 4.00 — 359,567 ratings — published 1865"
Discworld,https://www.goodreads.com/book/show/34529.Lords_and_Ladies,Terry Pratchett,"avg rating 4.19 — 76,316 ratings — published 1992"
The Dresden Files,https://www.goodreads.com/book/show/91479.Death_Masks,Jim Butcher,4.29
Caraval,https://www.goodreads.com/book/show/36329818-legendary,Stephanie Garber,4.2
Caraval,https://www.goodreads.com/book/show/36329818-legendary,Stephanie Garber,4.2
His Fair Assassin,https://www.goodreads.com/book/show/9565548-grave-mercy,Robin LaFevers,"avg rating 3.89 — 104,379 ratings — published 2012"
The Diviners,https://www.goodreads.com/book/show/7728889-the-diviners,Libba Bray,3.94
The Invisible Library,https://www.goodreads.com/book/show/21416690-the-invisible-library,Genevieve Cogman,3.74
Immortals,https://www.goodreads.com/book/show/13836.Wild_Magic,Tamora Pierce,4.31
The Memoirs of Lady Trent,https://www.goodreads.com/book/show/12974372-a-natural-history-of-dragons,Marie Brennan,3.84
Liveship Traders,https://www.goodreads.com/book/show/45101.The_Mad_Ship,Robin Hobb,4.28
Fablehaven,https://www.goodreads.com/book/show/44652.Fablehaven,Brandon Mull,4.12
Powder Mage,https://www.goodreads.com/book/show/15790883-promise-of-blood,Brian McClellan,4.13
Falling Kingdoms,https://www.goodreads.com/book/show/12954620-falling-kingdoms,Morgan Rhodes,3.78
His Dark Materials #1-3),https://www.goodreads.com/book/show/18116.His_Dark_Materials,Philip Pullman,"avg rating 4.28 — 157,634 ratings — published 2000"
The Winternight Trilogy,https://www.goodreads.com/book/show/36621586-the-winter-of-the-witch,Katherine Arden,4.5
The Divine Cities,https://www.goodreads.com/book/show/20174424-city-of-stairs,Robert Jackson Bennett,4.09
Song of the Lioness,https://www.goodreads.com/book/show/13830.The_Woman_Who_Rides_Like_a_Man,Tamora Pierce,4.18
Damar,https://www.goodreads.com/book/show/407813.The_Blue_Sword,Robin McKinley,"avg rating 4.21 — 59,908 ratings — published 1982"
The Band,https://www.goodreads.com/book/show/30841984-kings-of-the-wyld,Nicholas Eames,4.28
The Alchemist (Paperback),https://www.goodreads.com/book/show/18144590-the-alchemist,Paulo Coelho,3.9
The Book of Dust,https://www.goodreads.com/book/show/34128219-la-belle-sauvage,Philip Pullman,"avg rating 4.15 — 97,519 ratings — published 2017"
Parasol Protectorate,https://www.goodreads.com/book/show/6381205-soulless,Gail Carriger,3.89
The Magicians,https://www.goodreads.com/book/show/10079321-the-magician-king,Lev Grossman,3.92
Discworld,https://www.goodreads.com/book/show/48002.Thief_of_Time,Terry Pratchett,"avg rating 4.27 — 69,265 ratings — published 2001"
Rebel of the Sands,https://www.goodreads.com/book/show/24934065-rebel-of-the-sands,Alwyn Hamilton,3.96
Liveship Traders,https://www.goodreads.com/book/show/45102.Ship_of_Destiny,Robin Hobb,4.27
Discworld,https://www.goodreads.com/book/show/63720.The_Fifth_Elephant,Terry Pratchett,"avg rating 4.29 — 70,259 ratings — published 1999"
Thursday Next,https://www.goodreads.com/book/show/27003.The_Eyre_Affair,Jasper Fforde,3.88
Sisters of the Salt,https://www.goodreads.com/book/show/39679076-house-of-salt-and-sorrows,Erin A. Craig,3.92
The Kane Chronicles,https://www.goodreads.com/book/show/9067850-the-throne-of-fire,Rick Riordan,4.19
The Selection,https://www.goodreads.com/book/show/10507293-the-selection,Kiera Cass,4.09
Discworld,https://www.goodreads.com/book/show/62530.Thud_,Terry Pratchett,"avg rating 4.34 — 70,516 ratings — published 2005"
Song of the Lioness,https://www.goodreads.com/book/show/13837.Lioness_Rampant,Tamora Pierce,4.27
Best Served Cold (Hardcover),https://www.goodreads.com/book/show/2315892.Best_Served_Cold,Joe Abercrombie,"avg rating 4.21 — 82,964 ratings — published 2009"
The Host,https://www.goodreads.com/book/show/1656001.The_Host,Stephenie Meyer,"avg rating 3.85 — 980,879 ratings — published 2008"
World of the Five Gods,https://www.goodreads.com/book/show/61886.The_Curse_of_Chalion,Lois McMaster Bujold,4.16
Night Angel,https://www.goodreads.com/book/show/3754016-shadow-s-edge,Brent Weeks,4.25
A Targaryen History,https://www.goodreads.com/book/show/39943621-fire-blood,George R.R. Martin,"avg rating 4.00 — 86,929 ratings — published 2018"
The Giver,https://www.goodreads.com/book/show/3636.The_Giver,Lois Lowry,4.12
The Dark Tower,https://www.goodreads.com/book/show/5093.Song_of_Susannah,Stephen King,3.99
Discworld,https://www.goodreads.com/book/show/34511.Monstrous_Regiment,Terry Pratchett,"avg rating 4.22 — 69,974 ratings — published 2003"
Red Rising Saga,https://www.goodreads.com/book/show/15839976-red-rising,Pierce Brown,4.26
Discworld,https://www.goodreads.com/book/show/47990.Jingo,Terry Pratchett,"avg rating 4.17 — 63,162 ratings — published 1997"
All Souls,https://www.goodreads.com/book/show/16054217-the-book-of-life,Deborah Harkness,4.2
The Dresden Files,https://www.goodreads.com/book/show/99383.Blood_Rites,Jim Butcher,4.3
The Dark Tower,https://www.goodreads.com/book/show/5091.The_Dark_Tower,Stephen King,4.27
The Once and Future Witches (Hardcover),https://www.goodreads.com/book/show/49504061-the-once-and-future-witches,Alix E. Harrow,4.06
The Blood of Stars,https://www.goodreads.com/book/show/42815556-spin-the-dawn,Elizabeth Lim,3.99
The Original Shannara Trilogy,https://www.goodreads.com/book/show/189783.The_Elfstones_of_Shannara,Terry Brooks,3.98
Girls of Paper and Fire,https://www.goodreads.com/book/show/34433755-girls-of-paper-and-fire,Natasha Ngan,3.82
Wayward Children,https://www.goodreads.com/book/show/31450908-down-among-the-sticks-and-bones,Seanan McGuire,4.15
The Rithmatist,https://www.goodreads.com/book/show/22443261-the-rithmatist,Brandon Sanderson,4.25
The Darkest Part of the Forest (Hardcover),https://www.goodreads.com/book/show/20958632-the-darkest-part-of-the-forest,Holly Black,3.87
Discworld,https://www.goodreads.com/book/show/34501.A_Hat_Full_of_Sky,Terry Pratchett,"avg rating 4.31 — 71,662 ratings — published 2004"
Fever,https://www.goodreads.com/book/show/112750.Darkfever,Karen Marie Moning,4.06
Discworld,https://www.goodreads.com/book/show/78876.Maskerade,Terry Pratchett,"avg rating 4.11 — 60,581 ratings — published 1995"
Kate Daniels,https://www.goodreads.com/book/show/38619.Magic_Bites,Ilona Andrews,4.06
Mercy Thompson,https://www.goodreads.com/book/show/71811.Moon_Called,Patricia Briggs,"avg rating 4.15 — 200,410 ratings — published 2006"
The Books of Bayern,https://www.goodreads.com/book/show/179064.The_Goose_Girl,Shannon Hale,4.13
Cemetery Boys,https://www.goodreads.com/book/show/52339313-cemetery-boys,Aiden Thomas,4.3
Grishaverse,https://www.goodreads.com/book/show/34076952-the-language-of-thorns,Leigh Bardugo,4.31
An Ember in the Ashes,https://www.goodreads.com/book/show/30809786-a-reaper-at-the-gates,Sabaa Tahir,4.18
The Wrath and the Dawn,https://www.goodreads.com/book/show/23308084-the-rose-the-dagger,Renée Ahdieh,4.05
Septimus Heap,https://www.goodreads.com/book/show/769483.Magyk,Angie Sage,"avg rating 3.85 — 118,477 ratings — published 2005"
Discworld,https://www.goodreads.com/book/show/116296.Making_Money,Terry Pratchett,"avg rating 4.25 — 68,428 ratings — published 2007"
The Dresden Files,https://www.goodreads.com/book/show/17683.Dead_Beat,Jim Butcher,4.41
Snow Like Ashes,https://www.goodreads.com/book/show/17399160-snow-like-ashes,Sara Raasch,3.88
Great Cities,https://www.goodreads.com/book/show/42074525-the-city-we-became,N.K. Jemisin,3.89
The Eyes of the Dragon (Paperback),https://www.goodreads.com/book/show/10611.The_Eyes_of_the_Dragon,Stephen King,3.94
Discworld,https://www.goodreads.com/book/show/34541.Carpe_Jugulum,Terry Pratchett,"avg rating 4.16 — 60,602 ratings — published 1998"
Artemis Fowl,https://www.goodreads.com/book/show/227865.The_Eternity_Code,Eoin Colfer,"avg rating 4.05 — 132,926 ratings — published 2003"
"Saga, Volume 1 (Paperback)",https://www.goodreads.com/book/show/15704307-saga-volume-1,Brian K. Vaughan,4.17
Strange the Dreamer,https://www.goodreads.com/book/show/25446343-muse-of-nightmares,Laini Taylor,4.43
The Bone Season,https://www.goodreads.com/book/show/17199504-the-bone-season,Samantha Shannon,3.8
Temeraire,https://www.goodreads.com/book/show/14069.Throne_of_Jade,Naomi Novik,3.89
The School for Good and Evil,https://www.goodreads.com/book/show/42080479-the-school-for-good-and-evil,Soman Chainani,4.0
The Phantom Tollbooth (Paperback),https://www.goodreads.com/book/show/378.The_Phantom_Tollbooth,Norton Juster,"avg rating 4.19 — 277,216 ratings — published 1961"
Caraval,https://www.goodreads.com/book/show/40381392-finale,Stephanie Garber,4.2
Empirium,https://www.goodreads.com/book/show/34323570-furyborn,Claire Legrand,3.81
Night Angel,https://www.goodreads.com/book/show/3754026-beyond-the-shadows,Brent Weeks,4.27
Wraith Kings,https://www.goodreads.com/book/show/24473763-radiance,Grace Draven,4.02
Lumatere Chronicles,https://www.goodreads.com/book/show/4932435-finnikin-of-the-rock,Melina Marchetta,3.9
The Tales of Dunk and Egg,https://www.goodreads.com/book/show/18635622-a-knight-of-the-seven-kingdoms,George R.R. Martin,"avg rating 4.22 — 82,479 ratings — published 2013"
Sword of Truth,https://www.goodreads.com/book/show/253058.Temple_of_the_Winds,Terry Goodkind,"avg rating 4.02 — 79,584 ratings — published 1998"
New Crobuzon,https://www.goodreads.com/book/show/68494.Perdido_Street_Station,China Miéville,3.97
Saga o Wiedźminie,https://www.goodreads.com/book/show/68452.Pani_Jeziora,Andrzej Sapkowski,"avg rating 4.11 — 72,473 ratings — published 1999"
The Dark Artifices,https://www.goodreads.com/book/show/30312891-lord-of-shadows,Cassandra Clare,4.43
Edelstein-Trilogie,https://www.goodreads.com/book/show/6325285-rubinrot,Kerstin Gier,"avg rating 4.12 — 145,687 ratings — published 2009"
Nettle & Bone (Hardcover),https://www.goodreads.com/book/show/56179377-nettle-bone,T. Kingfisher,"avg rating 4.19 — 36,284 ratings — published 2022"
Hades & Persephone,https://www.goodreads.com/book/show/55215339-a-touch-of-darkness,Scarlett St. Clair,3.84
The Book of Lost Things,https://www.goodreads.com/book/show/69136.The_Book_of_Lost_Things,John Connolly,3.96
The Dresden Files,https://www.goodreads.com/book/show/91474.Proven_Guilty,Jim Butcher,4.4
Vampire Academy,https://www.goodreads.com/book/show/2282133.Frostbite,Richelle Mead,4.26
Howl's Moving Castle,https://www.goodreads.com/book/show/47520.Castle_in_the_Air,Diana Wynne Jones,"avg rating 3.88 — 51,666 ratings — published 1990"
Fantastic Beasts: The Original Screenplay,https://www.goodreads.com/book/show/29363501-fantastic-beasts-and-where-to-find-them,J.K. Rowling,"avg rating 4.18 — 154,017 ratings — published 2016"
The Time Traveler's Wife (ebook),https://www.goodreads.com/book/show/18619684-the-time-traveler-s-wife,Audrey Niffenegger,3.99
Discworld,https://www.goodreads.com/book/show/34492.Wintersmith,Terry Pratchett,"avg rating 4.24 — 60,180 ratings — published 2006"
