title,link,author,rating
Elements of Cadence,https://www.goodreads.com/book/show/58132544-a-river-enchanted,Rebecca Ross,4.14
The Chronicles of Amber #2),https://www.goodreads.com/book/show/62012.The_Guns_of_Avalon,Roger Zelazny,4.14
The Magicians,https://www.goodreads.com/book/show/19103097-the-magician-s-land,Lev Grossman,4.14
His Dark Materials,https://www.goodreads.com/book/show/41637836-the-subtle-knife,Philip Pullman,4.14
Black Magician Trilogy,https://www.goodreads.com/book/show/28251.The_High_Lord,Trudi Canavan,4.14
The Secrets of the Immortal Nicholas Flamel,https://www.goodreads.com/book/show/6693332-the-necromancer,Michael Scott,4.14
Miss Peregrine's Peculiar Children,https://www.goodreads.com/book/show/41044147-library-of-souls,Ransom Riggs,4.14
Hush,https://www.goodreads.com/book/show/12751687-finale,Becca Fitzpatrick,4.13
The Inheritance Cycle,https://www.goodreads.com/book/show/7664041-inheritance,Christopher Paolini,4.13
Inheritance,https://www.goodreads.com/book/show/7904453-the-broken-kingdoms,N.K. Jemisin,4.13
The Eldest Curses,https://www.goodreads.com/book/show/30295312-the-red-scrolls-of-magic,Cassandra Clare,4.13
Night Huntress,https://www.goodreads.com/book/show/1421990.Halfway_to_the_Grave,Jeaniene Frost,4.13
Thursday Next,https://www.goodreads.com/book/show/27000.Lost_in_a_Good_Book,Jasper Fforde,4.13
The Malloreon,https://www.goodreads.com/book/show/110694.Seeress_of_Kell,David Eddings,4.13
Incarnations of Immortality,https://www.goodreads.com/book/show/76658.On_a_Pale_Horse,Piers Anthony,4.13
Avalon,https://www.goodreads.com/book/show/40605251-the-mists-of-avalon,Marion Zimmer Bradley,4.13
Healer,https://www.goodreads.com/book/show/10445208-touch-of-power,Maria V. Snyder,4.13
Dragonlance: Chronicles,https://www.goodreads.com/book/show/68378.Dragons_of_Spring_Dawning,Margaret Weis,4.13
The Books of Bayern,https://www.goodreads.com/book/show/179064.The_Goose_Girl,Shannon Hale,4.13
The Handmaid's Tale,https://www.goodreads.com/book/show/38447.The_Handmaid_s_Tale,Margaret Atwood,4.13
The Books of Babel,https://www.goodreads.com/book/show/35271523-senlin-ascends,Josiah Bancroft,4.13
Vespertine ,https://www.goodreads.com/book/show/56980403-vespertine,Margaret Rogerson,4.13
Summoner,https://www.goodreads.com/book/show/22297138-the-novice,Taran Matharu,4.12
The Picture of Dorian Gray ,https://www.goodreads.com/book/show/5297.The_Picture_of_Dorian_Gray,Oscar Wilde,4.12
The Talisman,https://www.goodreads.com/book/show/59219.The_Talisman,Stephen King,4.12
Sookie Stackhouse,https://www.goodreads.com/book/show/140077.Dead_to_the_World,Charlaine Harris,4.12
Iron Widow,https://www.goodreads.com/book/show/52459864-iron-widow,Xiran Jay Zhao,4.12
Alpha & Omega,https://www.goodreads.com/book/show/2355575.Cry_Wolf,Patricia Briggs,4.12
The Golem and the Jinni,https://www.goodreads.com/book/show/15819028-the-golem-and-the-jinni,Helene Wecker,4.12
The War of Lost Hearts,https://www.goodreads.com/book/show/49826643-daughter-of-no-worlds,Carissa Broadbent,4.12
Sword of Truth,https://www.goodreads.com/book/show/43889.Wizard_s_First_Rule,Terry Goodkind,4.12
The Giver,https://www.goodreads.com/book/show/3636.The_Giver,Lois Lowry,4.12
Emily Wilde,https://www.goodreads.com/book/show/60657589-emily-wilde-s-encyclopaedia-of-faeries,Heather Fawcett,4.12
The Girl Who Drank the Moon ,https://www.goodreads.com/book/show/28110852-the-girl-who-drank-the-moon,Kelly Barnhill,4.12
The Black Witch Chronicles,https://www.goodreads.com/book/show/25740412-the-black-witch,Laurie Forest,4.11
The Checquy Files,https://www.goodreads.com/book/show/10836728-the-rook,Daniel O'Malley,4.11
Legacy of OrĂŻsha,https://www.goodreads.com/book/show/34728667-children-of-blood-and-bone,Tomi Adeyemi,4.11
American Gods,https://www.goodreads.com/book/show/30165203-american-gods,Neil Gaiman,4.11
Eon,https://www.goodreads.com/book/show/7992995-eona,Alison Goodman,4.11
Saga o WiedĹşminie,https://www.goodreads.com/book/show/68452.Pani_Jeziora,Andrzej Sapkowski,4.11
The Young Elites,https://www.goodreads.com/book/show/28588345-the-midnight-star,Marie Lu,4.11
Polgara the Sorceress ,https://www.goodreads.com/book/show/18884.Polgara_the_Sorceress,David Eddings,4.11
Daughter of the Pirate King,https://www.goodreads.com/book/show/36682619-daughter-of-the-siren-queen,Tricia Levenseller,4.1
The Queen of the Tearling,https://www.goodreads.com/book/show/22698568-the-invasion-of-the-tearling,Erika Johansen,4.1
The Bane Chronicles ,https://www.goodreads.com/book/show/16303287-the-bane-chronicles,Cassandra Clare,4.1
Pandava,https://www.goodreads.com/book/show/36222611-aru-shah-and-the-end-of-time,Roshani Chokshi,4.1
Study,https://www.goodreads.com/book/show/60510.Poison_Study,Maria V. Snyder,4.1
Norse Mythology ,https://www.goodreads.com/book/show/37903770-norse-mythology,Neil Gaiman,4.1
Wildwood,https://www.goodreads.com/book/show/13929.Wildwood_Dancing,Juliet Marillier,4.1
Graceling Realm,https://www.goodreads.com/book/show/6137154-fire,Kristin Cashore,4.1
Belladonna,https://www.goodreads.com/book/show/59227936-belladonna,Adalyn Grace,4.1
The Traitor Son Cycle,https://www.goodreads.com/book/show/13616278-the-red-knight,Miles Cameron,4.1
Covenant,https://www.goodreads.com/book/show/9680718-half-blood,Jennifer L. Armentrout,4.1
Stardust ,https://www.goodreads.com/book/show/16793.Stardust,Neil Gaiman,4.1
Coraline ,https://www.goodreads.com/book/show/17061.Coraline,Neil Gaiman,4.1
Dragonriders of Pern,https://www.goodreads.com/book/show/61975.Dragonflight,Anne McCaffrey,4.09
Tigana ,https://www.goodreads.com/book/show/104089.Tigana,Guy Gavriel Kay,4.09
Chronicle of the Unhewn Throne,https://www.goodreads.com/book/show/17910124-the-emperor-s-blades,Brian Staveley,4.09
Belgarath the Sorcerer ,https://www.goodreads.com/book/show/189802.Belgarath_the_Sorcerer,David Eddings,4.09
The Harbinger,https://www.goodreads.com/book/show/40291564-storm-and-fury,Jennifer L. Armentrout,4.09
The Numair Chronicles,https://www.goodreads.com/book/show/17312156-tempests-and-slaughter,Tamora Pierce,4.09
The Left Hand of Darkness ,https://www.goodreads.com/book/show/18423.The_Left_Hand_of_Darkness,Ursula K. Le Guin,4.09
Heart's Blood ,https://www.goodreads.com/book/show/6278019-heart-s-blood,Juliet Marillier,4.09
The Vampire Chronicles,https://www.goodreads.com/book/show/43814.The_Vampire_Lestat,Anne Rice,4.09
The Divine Cities,https://www.goodreads.com/book/show/20174424-city-of-stairs,Robert Jackson Bennett,4.09
Heartless ,https://www.goodreads.com/book/show/18584855-heartless,Marissa Meyer,4.09
The Scorpio Races ,https://www.goodreads.com/book/show/10626594-the-scorpio-races,Maggie Stiefvater,4.09
The Library at Mount Char ,https://www.goodreads.com/book/show/26892110-the-library-at-mount-char,Scott Hawkins,4.09
Falling Kingdoms,https://www.goodreads.com/book/show/16000044-rebel-spring,Morgan Rhodes,4.08
Watership Down,https://www.goodreads.com/book/show/76620.Watership_Down,Richard Adams,4.08
The Serpentwar Saga,https://www.goodreads.com/book/show/43917.Rise_of_a_Merchant_Prince,Raymond E. Feist,4.08
Time Quintet,https://www.goodreads.com/book/show/77276.A_Swiftly_Tilting_Planet,Madeleine L'Engle,4.08
"Rat Queens, Vol. 1: Sass & Sorcery ",https://www.goodreads.com/book/show/20299683-rat-queens-vol-1,Kurtis J. Wiebe,4.08
Iskari,https://www.goodreads.com/book/show/32667458-the-last-namsara,Kristen Ciccarelli,4.08
The Forgotten Beasts of Eld ,https://www.goodreads.com/book/show/81069.The_Forgotten_Beasts_of_Eld,Patricia A. McKillip,4.08
A Christmas Carol ,https://www.goodreads.com/book/show/5326.A_Christmas_Carol,Charles Dickens,4.07
The Once and Future King ,https://www.goodreads.com/book/show/43545.The_Once_and_Future_King,T.H. White,4.07
Sorcery of Thorns,https://www.goodreads.com/book/show/42201395-sorcery-of-thorns,Margaret Rogerson,4.07
Maximum Ride,https://www.goodreads.com/book/show/13152.The_Angel_Experiment,James Patterson,4.07
The Wrath and the Dawn,https://www.goodreads.com/book/show/18798983-the-wrath-and-the-dawn,RenĂ©e Ahdieh,4.07
Guild Hunter,https://www.goodreads.com/book/show/3819326-angels-blood,Nalini Singh,4.07
The Goblin Emperor,https://www.goodreads.com/book/show/17910048-the-goblin-emperor,Katherine Addison,4.07
The Stolen Heir Duology,https://www.goodreads.com/book/show/61198133-the-stolen-heir,Holly Black,4.07
House of Hollow ,https://www.goodreads.com/book/show/54613751-house-of-hollow,Krystal Sutherland,4.06
The Tale of Despereaux ,https://www.goodreads.com/book/show/37190.The_Tale_of_Despereaux,Kate DiCamillo,4.06
Tales of the Otori,https://www.goodreads.com/book/show/77160.Across_the_Nightingale_Floor,Lian Hearn,4.06
Alice's Adventures in Wonderland / Through the Looking-Glass ,https://www.goodreads.com/book/show/24213.Alice_s_Adventures_in_Wonderland_Through_the_Looking_Glass,Lewis Carroll,4.06
The TamĂ­r Triad,https://www.goodreads.com/book/show/671560.The_Bone_Doll_s_Twin,Lynn Flewelling,4.06
A Dowry of Blood,https://www.goodreads.com/book/show/60521937-a-dowry-of-blood,S.T. Gibson,4.06
The Red Queen's War,https://www.goodreads.com/book/show/18693743-prince-of-fools,Mark Lawrence,4.06
Temeraire,https://www.goodreads.com/book/show/28876.His_Majesty_s_Dragon,Naomi Novik,4.06
Howl's Moving Castle,https://www.goodreads.com/book/show/2173611.House_of_Many_Ways,Diana Wynne Jones,4.06
The Witch's Heart ,https://www.goodreads.com/book/show/53438195-the-witch-s-heart,Genevieve Gornichec,4.06
The Mirror Visitor,https://www.goodreads.com/book/show/40969531-a-winter-s-promise,Christelle Dabos,4.06
The Chronicles of Amber #1),https://www.goodreads.com/book/show/92121.Nine_Princes_in_Amber,Roger Zelazny,4.06
The Once and Future Witches ,https://www.goodreads.com/book/show/49504061-the-once-and-future-witches,Alix E. Harrow,4.06
The Masquerade,https://www.goodreads.com/book/show/23444482-the-traitor-baru-cormorant,Seth Dickinson,4.06
Dead Djinn Universe,https://www.goodreads.com/book/show/52504334-a-master-of-djinn,P. DjĂ¨lĂ­ Clark,4.06
Weathermages of Mystral,https://www.goodreads.com/book/show/10485751-the-winter-king,C.L. Wilson,4.05
The Sandsea Trilogy,https://www.goodreads.com/book/show/58950705-the-stardust-thief,Chelsea Abdullah,4.05
Heritage of Shannara,https://www.goodreads.com/book/show/15566.The_Elf_Queen_of_Shannara,Terry Brooks,4.05
"Fortunately, the Milk ",https://www.goodreads.com/book/show/17349203-fortunately-the-milk,Neil Gaiman,4.05
Greatcoats,https://www.goodreads.com/book/show/20887238-traitor-s-blade,Sebastien de Castell,4.05
The Nsibidi Scripts,https://www.goodreads.com/book/show/7507944-akata-witch,Nnedi Okorafor,4.05
The Last Magician,https://www.goodreads.com/book/show/30312855-the-last-magician,Lisa Maxwell,4.05
Fable,https://www.goodreads.com/book/show/44012880-fable,Adrienne Young,4.05
The Two Princesses of Bamarre,https://www.goodreads.com/book/show/183656.The_Two_Princesses_of_Bamarre,Gail Carson Levine,4.05
Three Dark Crowns,https://www.goodreads.com/book/show/29923707-one-dark-throne,Kendare Blake,4.05
Beauty: A Retelling of the Story of Beauty and the Beast ,https://www.goodreads.com/book/show/41424.Beauty,Robin McKinley,4.05
Chronicles of The One,https://www.goodreads.com/book/show/34311452-year-one,Nora Roberts,4.05
Bridge to Terabithia ,https://www.goodreads.com/book/show/40940121-bridge-to-terabithia,Katherine Paterson,4.04
The Strange and Beautiful Sorrows of Ava Lavender ,https://www.goodreads.com/book/show/18166936-the-strange-and-beautiful-sorrows-of-ava-lavender,Leslye Walton,4.04
The Lady Janies,https://www.goodreads.com/book/show/22840421-my-lady-jane,Cynthia Hand,4.04
Vita Nostra,https://www.goodreads.com/book/show/38633526-vita-nostra,Marina Dyachenko,4.04
The Tales of Beedle the Bard ,https://www.goodreads.com/book/show/3950967-the-tales-of-beedle-the-bard,J.K. Rowling,4.04
Uprooted ,https://www.goodreads.com/book/show/22544764-uprooted,Naomi Novik,4.04
The Drowning Empire,https://www.goodreads.com/book/show/50706646-the-bone-shard-daughter,Andrea Stewart,4.04
This Woven Kingdom,https://www.goodreads.com/book/show/56554281-this-woven-kingdom,Tahereh Mafi,4.04
The Maze Runner,https://www.goodreads.com/book/show/6186357-the-maze-runner,James Dashner,4.04
Peter and the Starcatchers,https://www.goodreads.com/book/show/34262.Peter_and_the_Starcatchers,Dave Barry,4.04
The Shadow Campaigns,https://www.goodreads.com/book/show/15810910-the-thousand-names,Django Wexler,4.04
The Ten Thousand Doors of January ,https://www.goodreads.com/book/show/43521657-the-ten-thousand-doors-of-january,Alix E. Harrow,4.04
Peter Pan ,https://www.goodreads.com/book/show/34268.Peter_Pan,J.M. Barrie,4.04
The Edge,https://www.goodreads.com/book/show/6329547-on-the-edge,Ilona Andrews,4.04
Alice's Adventures in Wonderland,https://www.goodreads.com/book/show/83346.Through_the_Looking_Glass_and_What_Alice_Found_There,Lewis Carroll,4.03
Mara Dyer,https://www.goodreads.com/book/show/11408650-the-unbecoming-of-mara-dyer,Michelle Hodkin,4.03
The Demigod Files ,https://www.goodreads.com/book/show/3992598-the-demigod-files,Rick Riordan,4.03
The Circle Opens,https://www.goodreads.com/book/show/153781.Magic_Steps,Tamora Pierce,4.03
Underland Chronicles,https://www.goodreads.com/book/show/262430.Gregor_the_Overlander,Suzanne Collins,4.03
James and the Giant Peach ,https://www.goodreads.com/book/show/6689.James_and_the_Giant_Peach,Roald Dahl,4.03
Alice in Wonderland ,https://www.goodreads.com/book/show/13023.Alice_in_Wonderland,Jane Carruth,4.03
The Chronicles of Thomas Covenant the Unbeliever,https://www.goodreads.com/book/show/687215.The_Power_That_Preserves,Stephen R. Donaldson,4.03
Ring Shout ,https://www.goodreads.com/book/show/49247242-ring-shout,P. DjĂ¨lĂ­ Clark,4.03
The Books of Pellinor,https://www.goodreads.com/book/show/393146.The_Naming,Alison Croggon,4.03
The Hollows,https://www.goodreads.com/book/show/30264.Dead_Witch_Walking,Kim Harrison,4.03
These Hollow Vows,https://www.goodreads.com/book/show/53422971-these-hollow-vows,Lexi Ryan,4.03
Princess Academy,https://www.goodreads.com/book/show/85990.Princess_Academy,Shannon Hale,4.03
Darkest Powers,https://www.goodreads.com/book/show/2800905-the-summoning,Kelley Armstrong,4.02
Red Queen,https://www.goodreads.com/book/show/22328546-red-queen,Victoria Aveyard,4.02
Kingmaker Chronicles,https://www.goodreads.com/book/show/59645282-a-promise-of-fire,Amanda Bouchet,4.02
Wraith Kings,https://www.goodreads.com/book/show/24473763-radiance,Grace Draven,4.02
Otherworld,https://www.goodreads.com/book/show/11918.Bitten,Kelley Armstrong,4.02
The Tamuli,https://www.goodreads.com/book/show/651260.Domes_of_Fire,David Eddings,4.02
Elatsoe ,https://www.goodreads.com/book/show/49089632-elatsoe,Darcie Little Badger,4.02
Alchemical Journeys,https://www.goodreads.com/book/show/35965482-middlegame,Seanan McGuire,4.02
Beren and LĂşthien ,https://www.goodreads.com/book/show/41015249-beren-and-l-thien,J.R.R. Tolkien,4.02
Cecelia and Kate,https://www.goodreads.com/book/show/64207.Sorcery_Cecelia,Patricia C. Wrede,4.02
The Night Circus ,https://www.goodreads.com/book/show/9361589-the-night-circus,Erin Morgenstern,4.02
The Elenium,https://www.goodreads.com/book/show/291356.The_Sapphire_Rose,David Eddings,4.02
The Children of HĂşrin ,https://www.goodreads.com/book/show/597790.The_Children_of_H_rin,J.R.R. Tolkien,4.02
Smoke and Mirrors: Short Fiction and Illusions ,https://www.goodreads.com/book/show/16790.Smoke_and_Mirrors,Neil Gaiman,4.02
Anita Blake,https://www.goodreads.com/book/show/30281.Guilty_Pleasures,Laurell K. Hamilton,4.02
The Last Apprentice / Wardstone Chronicles,https://www.goodreads.com/book/show/298567.Revenge_of_the_Witch,Joseph Delaney,4.01
Shadow of the Fox,https://www.goodreads.com/book/show/36672988-shadow-of-the-fox,Julie Kagawa,4.01
Septimus Heap,https://www.goodreads.com/book/show/355917.Flyte,Angie Sage,4.01
Wonder Woman: Warbringer ,https://www.goodreads.com/book/show/29749085-wonder-woman,Leigh Bardugo,4.01
Krondor's Sons,https://www.goodreads.com/book/show/13878.Prince_of_the_Blood,Raymond E. Feist,4.01
Cloud Atlas ,https://www.goodreads.com/book/show/49628.Cloud_Atlas,David Mitchell,4.01
The Shadow and Bone Trilogy,https://www.goodreads.com/book/show/14061957-ruin-and-rising,Leigh Bardugo,4.01
Serpent & Dove,https://www.goodreads.com/book/show/40024139-serpent-dove,Shelby Mahurin,4.01
Princess Irene and Curdie,https://www.goodreads.com/book/show/444381.The_Princess_and_the_Goblin,George MacDonald,4.01
The Midnight Library ,https://www.goodreads.com/book/show/52578297-the-midnight-library,Matt Haig,4.01
The Bone Houses ,https://www.goodreads.com/book/show/36524503-the-bone-houses,Emily Lloyd-Jones,4.01
Unearthly,https://www.goodreads.com/book/show/7488244-unearthly,Cynthia Hand,4.01
The Ocean at the End of the Lane ,https://www.goodreads.com/book/show/15783514-the-ocean-at-the-end-of-the-lane,Neil Gaiman,4.01
The Greenhollow Duology,https://www.goodreads.com/book/show/43459657-silver-in-the-wood,Emily Tesh,4.01
Air Awakens,https://www.goodreads.com/book/show/23127048-air-awakens,Elise Kova,4.01
Dracula ,https://www.goodreads.com/book/show/17245.Dracula,Bram Stoker,4.01
The Gilded Ones,https://www.goodreads.com/book/show/40024121-the-gilded-ones,Namina Forna,4.01
Cursebreakers,https://www.goodreads.com/book/show/43204703-a-curse-so-dark-and-lonely,Brigid Kemmerer,4.0
Parasol Protectorate,https://www.goodreads.com/book/show/7719355-blameless,Gail Carriger,4.0
The Last Binding,https://www.goodreads.com/book/show/53217284-a-marvellous-light,Freya Marske,4.0
Alice's Adventures in Wonderland ,https://www.goodreads.com/book/show/60671823-alice-s-adventures-in-wonderland,Lewis Carroll,4.0
The School for Good and Evil,https://www.goodreads.com/book/show/42080479-the-school-for-good-and-evil,Soman Chainani,4.0
A Targaryen History,https://www.goodreads.com/book/show/39943621-fire-blood,George R.R. Martin,4.0
The Wind in the Willows ,https://www.goodreads.com/book/show/5659.The_Wind_in_the_Willows,Kenneth Grahame,4.0
Ella Enchanted,https://www.goodreads.com/book/show/24337.Ella_Enchanted,Gail Carson Levine,4.0
Unfinished Tales of NĂşmenor and Middle-Earth ,https://www.goodreads.com/book/show/7329.Unfinished_Tales_of_N_menor_and_Middle_Earth,J.R.R. Tolkien,3.99
Oz,https://www.goodreads.com/book/show/236093.The_Wonderful_Wizard_of_Oz,L. Frank Baum,3.99
Malice Duology,https://www.goodreads.com/book/show/51530580-malice,Heather Walter,3.99
Odd and the Frost Giants ,https://www.goodreads.com/book/show/2108198.Odd_and_the_Frost_Giants,Neil Gaiman,3.99
Tairen Soul,https://www.goodreads.com/book/show/1584974.Lord_of_the_Fading_Lands,C.L. Wilson,3.99
Dragon Rider,https://www.goodreads.com/book/show/100464.Dragon_Rider,Cornelia Funke,3.99
The Silmarillion ,https://www.goodreads.com/book/show/7332.The_Silmarillion,J.R.R. Tolkien,3.99
The Time Traveler's Wife ,https://www.goodreads.com/book/show/18619684-the-time-traveler-s-wife,Audrey Niffenegger,3.99
The Blood of Stars,https://www.goodreads.com/book/show/42815556-spin-the-dawn,Elizabeth Lim,3.99
The Singing Hills Cycle,https://www.goodreads.com/book/show/51190882-the-empress-of-salt-and-fortune,Nghi Vo,3.99
A Series of Unfortunate Events,https://www.goodreads.com/book/show/78411.The_Bad_Beginning,Lemony Snicket,3.99
Fables,https://www.goodreads.com/book/show/21326.Fables_Vol_1,Bill Willingham,3.98
Deathless ,https://www.goodreads.com/book/show/8694389-deathless,Catherynne M. Valente,3.98
Five Hundred Kingdoms,https://www.goodreads.com/book/show/13982.The_Fairy_Godmother,Mercedes Lackey,3.98
The Thief Lord ,https://www.goodreads.com/book/show/113304.The_Thief_Lord,Cornelia Funke,3.98
The Original Shannara Trilogy,https://www.goodreads.com/book/show/189783.The_Elfstones_of_Shannara,Terry Brooks,3.98
Animal Farm ,https://www.goodreads.com/book/show/170448.Animal_Farm,George Orwell,3.98
Blackthorn & Grim,https://www.goodreads.com/book/show/17305016-dreamer-s-pool,Juliet Marillier,3.98
Craft Sequence,https://www.goodreads.com/book/show/13539191-three-parts-dead,Max Gladstone,3.97
The Archived,https://www.goodreads.com/book/show/10929432-the-archived,Victoria Schwab,3.97
Chaos Walking,https://www.goodreads.com/book/show/20758104-the-knife-of-never-letting-go,Patrick Ness,3.97
The Death Gate Cycle,https://www.goodreads.com/book/show/28481.Dragon_Wing,Margaret Weis,3.97
Books of the Raksura,https://www.goodreads.com/book/show/9461562-the-cloud-roads,Martha Wells,3.97
Watch,https://www.goodreads.com/book/show/359375.Night_Watch,Sergei Lukyanenko,3.97
The Great Library,https://www.goodreads.com/book/show/20643052-ink-and-bone,Rachel Caine,3.97
Gemma Doyle,https://www.goodreads.com/book/show/127459.The_Sweet_Far_Thing,Libba Bray,3.97
The Witchlands,https://www.goodreads.com/book/show/29939390-windwitch,Susan Dennard,3.96
Fragile Things: Short Fictions and Wonders ,https://www.goodreads.com/book/show/59903442-fragile-things,Neil Gaiman,3.96
The Bargainer,https://www.goodreads.com/book/show/62316279-rhapsodic,Laura Thalassa,3.96
Tiger Lily ,https://www.goodreads.com/book/show/7514925-tiger-lily,Jodi Lynn Anderson,3.96
"Monstress, Vol. 1: Awakening ",https://www.goodreads.com/book/show/29396738-monstress-vol-1,Marjorie M. Liu,3.96
Fantastic Beasts and Where to Find Them ,https://www.goodreads.com/book/show/41899.Fantastic_Beasts_and_Where_to_Find_Them,J.K. Rowling,3.96
Chrestomanci,https://www.goodreads.com/book/show/244572.Charmed_Life,Diana Wynne Jones,3.96
Forgotten Gods,https://www.goodreads.com/book/show/34460349-the-midnight-lie,Marie Rutkoski,3.96
The Book of Lost Things,https://www.goodreads.com/book/show/69136.The_Book_of_Lost_Things,John Connolly,3.96
Rebel of the Sands,https://www.goodreads.com/book/show/24934065-rebel-of-the-sands,Alwyn Hamilton,3.96
A Song of Wraiths and Ruin,https://www.goodreads.com/book/show/49629448-a-song-of-wraiths-and-ruin,Roseanne A. Brown,3.96
The Sixth World,https://www.goodreads.com/book/show/36373298-trail-of-lightning,Rebecca Roanhorse,3.96
Inkworld,https://www.goodreads.com/book/show/2325825.Inkdeath,Cornelia Funke,3.96
Glass,https://www.goodreads.com/book/show/6080889-storm-glass,Maria V. Snyder,3.96
Book of a Thousand Days ,https://www.goodreads.com/book/show/248484.Book_of_a_Thousand_Days,Shannon Hale,3.96
Sky and Sea,https://www.goodreads.com/book/show/34726469-sky-in-the-deep,Adrienne Young,3.95
A Midsummer Night's Dream ,https://www.goodreads.com/book/show/1622.A_Midsummer_Night_s_Dream,William Shakespeare,3.95
Fairyland,https://www.goodreads.com/book/show/9591398-the-girl-who-circumnavigated-fairyland-in-a-ship-of-her-own-making,Catherynne M. Valente,3.95
Magisterium,https://www.goodreads.com/book/show/20578940-the-iron-trial,Holly Black,3.95
Dreamblood,https://www.goodreads.com/book/show/11774272-the-killing-moon,N.K. Jemisin,3.95
This is How You Lose the Time War ,https://www.goodreads.com/book/show/43352954-this-is-how-you-lose-the-time-war,Amal El-Mohtar,3.95
The Invisible Library,https://www.goodreads.com/book/show/25761086-the-masked-city,Genevieve Cogman,3.95
The Coldfire Trilogy,https://www.goodreads.com/book/show/36159.Black_Sun_Rising,C.S. Friedman,3.94
House of Night,https://www.goodreads.com/book/show/2866718-untamed,P.C. Cast,3.94
The Eyes of the Dragon ,https://www.goodreads.com/book/show/10611.The_Eyes_of_the_Dragon,Stephen King,3.94
Seraphina,https://www.goodreads.com/book/show/19549841-seraphina,Rachel Hartman,3.94
The Diviners,https://www.goodreads.com/book/show/7728889-the-diviners,Libba Bray,3.94
The Heir Chronicles,https://www.goodreads.com/book/show/213647.The_Warrior_Heir,Cinda Williams Chima,3.94
1Q84,https://www.goodreads.com/book/show/10357575-1q84,Haruki Murakami,3.94
The Princesses of Westfalin Trilogy,https://www.goodreads.com/book/show/3697927-princess-of-the-midnight-ball,Jessica Day George,3.94
Lorien Legacies,https://www.goodreads.com/book/show/7747374-i-am-number-four,Pittacus Lore,3.94
The Bloody Chamber and Other Stories ,https://www.goodreads.com/book/show/49011.The_Bloody_Chamber_and_Other_Stories,Angela Carter,3.94
Who Fears Death,https://www.goodreads.com/book/show/7767021-who-fears-death,Nnedi Okorafor,3.94
Hex Hall,https://www.goodreads.com/book/show/5287473-hex-hall,Rachel Hawkins,3.93
The Looking Glass Wars,https://www.goodreads.com/book/show/44170.The_Looking_Glass_Wars,Frank Beddor,3.93
Master of Crows,https://www.goodreads.com/book/show/6811150-master-of-crows,Grace Draven,3.93
The Chronicles of the Black Company,https://www.goodreads.com/book/show/140671.The_Black_Company,Glen Cook,3.93
Life of Pi ,https://www.goodreads.com/book/show/4214.Life_of_Pi,Yann Martel,3.93
Trigger Warning: Short Fictions and Disturbances ,https://www.goodreads.com/book/show/22522808-trigger-warning,Neil Gaiman,3.92
Green Town,https://www.goodreads.com/book/show/248596.Something_Wicked_This_Way_Comes,Ray Bradbury,3.92
Sisters of the Salt,https://www.goodreads.com/book/show/39679076-house-of-salt-and-sorrows,Erin A. Craig,3.92
Zodiac Academy,https://www.goodreads.com/book/show/46261182-the-awakening,Caroline Peckham,3.92
The Raven Tower ,https://www.goodreads.com/book/show/39395857-the-raven-tower,Ann Leckie,3.92
Gormenghast,https://www.goodreads.com/book/show/39063.Titus_Groan,Mervyn Peake,3.92
Xanth,https://www.goodreads.com/book/show/76664.A_Spell_for_Chameleon,Piers Anthony,3.92
The Spiderwick Chronicles,https://www.goodreads.com/book/show/444304.The_Field_Guide,Tony DiTerlizzi,3.92
Sands of Arawiya,https://www.goodreads.com/book/show/36492488-we-hunt-the-flame,Hafsah Faizal,3.92
Deerskin ,https://www.goodreads.com/book/show/8087.Deerskin,Robin McKinley,3.92
Splintered,https://www.goodreads.com/book/show/12558285-splintered,A.G. Howard,3.91
Magic Kingdom of Landover,https://www.goodreads.com/book/show/15547.Magic_Kingdom_for_Sale_Sold,Terry Brooks,3.91
Enchantment: A Classic Fantasy with a Modern Twist ,https://www.goodreads.com/book/show/7973.Enchantment,Orson Scott Card,3.91
Leviathan,https://www.goodreads.com/book/show/6050678-leviathan,Scott Westerfeld,3.91
The Elemental Trilogy,https://www.goodreads.com/book/show/17332556-the-burning-sky,Sherry Thomas,3.91
Every Day,https://www.goodreads.com/book/show/13262783-every-day,David Levithan,3.91
Gilded,https://www.goodreads.com/book/show/56614597-gilded,Marissa Meyer,3.91
How to Train Your Dragon,https://www.goodreads.com/book/show/352262.How_to_Train_Your_Dragon,Cressida Cowell,3.91
The Malediction Trilogy,https://www.goodreads.com/book/show/55787191-stolen-songbird,Danielle L. Jensen,3.9
All of Us Villains,https://www.goodreads.com/book/show/56179338-all-of-us-villains,Amanda Foody,3.9
Deverry,https://www.goodreads.com/book/show/498214.Daggerspell,Katharine Kerr,3.9
Lumatere Chronicles,https://www.goodreads.com/book/show/4932435-finnikin-of-the-rock,Melina Marchetta,3.9
Tuck Everlasting ,https://www.goodreads.com/book/show/84981.Tuck_Everlasting,Natalie Babbitt,3.9
Gods of Jade and Shadow ,https://www.goodreads.com/book/show/36510722-gods-of-jade-and-shadow,Silvia Moreno-Garcia,3.9
The City & the City ,https://www.goodreads.com/book/show/4703581-the-city-the-city,China MiĂ©ville,3.9
The Alchemist ,https://www.goodreads.com/book/show/18144590-the-alchemist,Paulo Coelho,3.9
The Four Horsemen,https://www.goodreads.com/book/show/41831210-pestilence,Laura Thalassa,3.9
The Elric Saga,https://www.goodreads.com/book/show/30036.Elric_of_Melnibon_,Michael Moorcock,3.89
